predicted,actual
0.397626176458,1.0
0.172023004592,0.114396991909
0.987837268754,0.206617918386
0.870503229385,1.0
0.855210761024,1.0
0.184008559049,0.30004063017
0.490133721578,0.610860612289
0.928943907864,1.0
0.486070251901,0.320901336545
0.91086017209,1.0
0.243976545719,0.199869969834
0.189145405372,0.138768965208
0.222981561847,0.0758898224561
0.459568468173,0.519605834342
0.244142676213,0.492361370065
0.895337299857,1.0
0.440255558179,0.163506457443
0.463058157207,0.153017663268
0.428420621753,0.384216447712
0.449603269217,0.24699935709
0.576187908898,0.321565768094
0.398092566349,0.876547711379
0.473435596158,0.210299925773
0.877423233529,1.0
0.900228797099,0.562726196143
0.881685676302,1.0
0.889676045806,1.0
0.459341478246,0.635651048018
0.843739280145,0.703694305135
0.823407394899,1.0
0.856921547515,0.841519381617
0.897971650715,0.884191952356
0.848214392775,1.0
0.577897611576,0.407837209952
0.206254461384,0.178082574614
0.185987013866,0.0754173379409
0.233018044059,0.131446854378
0.450655281663,0.449090742314
0.613167497834,0.733869958432
0.169720854038,0.271316939399
0.183642289616,0.149689349811
0.210773217745,0.106153359357
0.794784060403,0.746353967694
0.930099322127,1.0
0.278707728688,0.0606873755084
0.570172547388,1.0
0.939841680081,1.0
0.942023632478,1.0
0.912696610074,1.0
0.918053227538,1.0
0.873066355211,0.947393137941
0.945866096801,1.0
0.240707153328,0.15952181192
0.231223198892,0.279140732942
