predicted,actual
0.356647712345,1.0
0.152513667197,0.041141819093
0.993587820883,0.295526325659
0.870579129116,1.0
0.85158956439,1.0
0.164720084038,0.32507385312
0.413520834867,0.564568671798
0.931345693705,1.0
0.494817485241,0.257808748185
0.893699863694,1.0
0.259551499523,0.193978552996
0.177170392901,0.162500176343
0.217921739828,0.0983591976999
0.45815286551,0.490455312113
0.222416316394,0.260932676011
0.85377267222,1.0
0.386865632418,0.0863394691352
0.410840314451,0.186987628292
0.435564896755,0.550571045979
0.410259885737,0.365890573206
0.645146621987,0.486080030887
0.408430561401,0.460238802979
0.435925333584,0.267615940659
0.923181965643,1.0
0.810407907143,0.418930507719
0.848507442283,1.0
0.865565113002,1.0
0.438245818762,0.657534691893
0.794198175369,0.708911823524
0.808269961007,1.0
0.801524920865,0.801655319227
0.88761167176,0.8393154813
0.849283832497,1.0
0.521079998424,0.245938678187
0.124082582592,0.052613551811
0.17059778902,0.0399776780384
0.212069037472,0.0245192213959
0.385114806649,0.544579173009
0.601261823747,0.360724478209
0.191849236606,0.288435947516
0.155973917901,0.211569651882
0.185449749528,0.172899142565
0.682693445729,0.559992752365
0.906011634836,1.0
0.254677425801,0.0525681046435
0.623460203379,1.0
0.938339638767,1.0
0.939082564828,1.0
0.898833545169,1.0
0.95313857687,1.0
0.875153887994,0.913008989046
0.940118823726,1.0
0.225213555713,0.231544496281
0.21283736757,0.329724218823
